site_number,site,buff_dist,harvest,harvest_2000,harvest_pre2000,pipeline,roads,seismic_lines,veg_edges,wells,lc_agriculture,lc_broadleaf,lc_coniferous,lc_developed,lc_grassland,lc_mixed,lc_shrub
107,LUS_107,2750,0.2790544690000001,0.2790544689528034,0,0,0.0017118360000000002,0.0048111280000000005,0.002025844,0,0,0.6996021279999999,0.07402008200000001,0.011103645999999998,0.002209712,0.005892538,0.20435913900000002
110,LUC_110,2750,0.097520613,0.09752061261650768,0,0,0.0026932819999999995,0.006063134,0,0.002045644,0,0.571108135,0.286675102,0,0,0.14221676400000002,0
117,LUC_117,2750,0.13082243799999999,1.46089784011184e-6,0,0.0025622830000000003,0.007359335,0.00447147,0.012546620000000001,0.0016097579999999995,0.197829966,0.47507196600000007,0.14108094200000001,0.03900232800000001,0.03012737,0.034063195000000004,0.08282423300000001
118,LUS_118,2750,0.25128497299999997,0.1456933604777117,0.04443591671360882,0.003811007,0.0037308080000000004,0.007544328999999999,0.005700495000000001,0.001494461,0.004181556,0.673178073,0.110072435,0.024682354000000004,0.011364949,0.018716570000000002,0.15780406000000002
119,LUAG_119,2750,0.09614214600000001,0,0,0.001148209,0.006542565,0.005983701000000001,0.013121549,0.0012829370000000003,0.242521876,0.40849581,0.08168806099999999,0.048292124000000006,0.038005052,0.079256964,0.101740114
120,LUS_120,2750,0.06700622700000002,0,0,0,0.00496565,0.007703447,0.010988123999999998,0.0016097609999999997,0.11851832799999998,0.6060619809999999,0.062126646,0.048023716,0.011427607999999997,0.06869762000000001,0.08514410000000001
121,LUBF_121,2750,0.076157071,0,0,0.0026469959999999996,0.006881114,0.008004088,0.01327503,0.002561724,0.08736100200000001,0.7213007739999999,0.05197031700000001,0.05798893499999999,0.019510212,0.011953926999999998,0.049914833
124,LUAG_124,2750,0.113938473,0,0,0,0.009107477,9.7177e-4,0.011521942999999998,0.001073121,0.383827226,0.399104628,0,0.059075536,0.064344635,0,0.05130301700000001
125,LUW_125,2750,0.053244835,0,0,0,0.005270423999999999,0.002634641,0.007023578999999999,5.36563e-4,0.21258807500000002,0.5248621019999999,0.015189255,0.033767141,0.016367030000000005,0.020929638,0.06525354100000001
130,LUBF_130,2750,0.006154567999999999,0,0,0,5.69992e-4,7.05329e-4,5.42066e-4,0,0.039693231,0.208662867,0,0.003443413,0.08564676300000001,0,0.031114687
131,LUS_131,2750,0,0,0,0,0,1.3797600000000002e-4,0,0,3.5736800000000005e-4,0.088127138,0,0,0.061734463999999996,0,0.013394682000000002
132,LUBF_132,2750,0.081105517,0,0,0,0.006419633,0.0014445960000000002,0.011140442,5.616620000000001e-4,0.32695635300000003,0.395925346,0.004980536,0.058906275999999994,0.046019246,0.015492195999999998,0.060879378000000005
136,LUS_136,2750,0.010120991999999999,0,0,0,0.001529276,3.0464399999999997e-4,0.001874321,6.0701e-4,0.080085478,0.048665361000000004,0,0.008660593,0.13844516200000004,0,0.077569411
137,LUAG_137,2750,0.04953876000000001,0,0,5.1744e-4,0.010364815999999999,0.001853466,0.018518131,0.0015944320000000002,0.285467157,0.40553139,0.001590428,0.10081127200000001,0.048921201,0,0.048667574
140,LUBF_140,2750,0,0,0,5.267180000000001e-4,0.007868971999999998,3.67594e-4,0.008485120999999998,0,0.285831325,0.08360073600000001,0,0.050954465,0.006431790000000001,0,0.033580159000000005
141,LUC_141,2750,0.168893856,0.07610223118311502,0.09279162527617621,0.010525179999999999,0.013613807,0.003423396,0.022070061,0.00262964,0.00700375,0.48035165100000005,0.24860529300000003,0.090060733,0.039034866,0.057716155000000005,0.06079394
1,LUD_1,3000,0.33680369,0.18764483408265528,0.14915885583284422,0.01454353,0.009372578,0.007144393000000001,0.015934043,0.018689675,0,0.07763349900000001,0.426341058,0.09151976599999999,0.018383662000000002,0.0012225010000000002,0.384899515
2,LUC_2,3000,0.4724195950000001,0.3086358416707143,0.16378375313101007,0.037152044,0.018311762,0.0034766560000000003,0.03169661900000001,0.035521389,0,0.035193595,0.4759627090000001,0.15849677500000003,0.07179212200000003,0.0012225010000000002,0.25733230100000004
4,LUC_4,3000,0.26236838800000006,0.23418407988502754,0.028184307665407606,0.027547434000000003,0.016392557000000002,0.008564136,0.027650801,0.031473,0,0.086907128,0.624959991,0.127234664,0.043967012,0.004722301000000001,0.112208905
6,LUS_6,3000,0.4315817090000001,0.2092417440492968,0.22233996529203034,0.025013956000000004,0.013799278,0.0035567880000000004,0.024265722,0.022841526,0,0.15256689700000003,0.375696225,0.133260747,0.06249359,0.007437702,0.256869726
10,LUS_10,3000,0.5972287479999999,0.2199638599396146,0.3772648885596937,0.001592383,0.0064045130000000006,7.21467e-4,0.008037829000000002,0.008661315000000001,0,0.151833765,0.365461068,0.048982120000000004,0.005365328999999999,0.012892135,0.4154655810000001
12,LUBF_12,3000,0.39783624500000003,0.13443567973513856,0.26340056496148095,0.020821393,0.013702078,0.001987389,0.036143903,0.012035949999999998,0,0.304505672,0.20703797000000002,0.111215864,0.07278354600000002,0.03261918300000001,0.24490044200000005
13,LUC_13,3000,0.510872907,0.19603991597457388,0.3148329905665633,0.014028819,0.011575971000000001,0.0020146490000000003,0.021811511000000002,0.012594311,0,0.20367749300000001,0.40039477000000007,0.09851988099999999,0.062071561000000004,0.014943299,0.20678716000000003
17,LUC_17,3000,0.517817462,0.2539510434715994,0.2638664189200625,0.006813335,0.007921976,0.0019607580000000004,0.014198296,0.01368363,0,0.137427703,0.532028901,0.06536711299999999,0.05073919100000001,0.0029182,0.16386630800000002
18,LUC_18,3000,0.5409667449999999,0.2584685797170675,0.2824981648414455,0.002121619,0.004785584,0.001849835,0.008943166999999998,0.012498823000000001,0,0.032438908,0.40593894900000005,0.008041290999999999,0.01307347,0.008330418,0.528520039
21,LUC_21,3000,0.525530827,0.22146865496816898,0.3040621724687098,0.006646695,0.0058388139999999995,6.28825e-4,0.009533342,0.0106549,0,0.10648571000000001,0.365644599,0.063120494,0.004374509999999999,0.013781655,0.446593031
23,LUC_23,3000,0.47037122600000003,0.4703712263632605,0,0.018434199000000002,0.014402952,0.0021044719999999996,0.026095489000000003,0.021592704000000004,0,0.032550878000000005,0.641760878,0.11420245400000001,0.071628498,7.749079999999999e-4,0.13908238500000003
24,LUC_24,3000,0.41219674,0.21533388390470015,0.196862855942584,0.012768424999999998,0.011523516999999997,0.001516752,0.02081405,0.024951167,0,0.16600152899999998,0.362248273,0.07825550000000002,0.018065834000000006,0.024599952,0.35082891200000005
26,LUC_26,3000,0.33130910599999996,0.14564250600769832,0.18566660021898787,0.015787638,0.012604437,0.002249299,0.022725616,0.027265499000000002,0,0.19856788800000003,0.4157266070000001,0.090044478,0.03135201700000001,0.032185556,0.232123454
30,LUBF_30,3000,0.11606354600000002,0.11111457609031276,0.00494897009208225,0.011402939999999999,0.009462281,0.0029096029999999998,0.014396497,0.015535931,0,0.48455195300000004,0.263626056,0.07092401000000001,0.009118288999999998,0.080541093,0.09123859699999999
31,LUC_31,3000,0.38837073000000005,0.16273895033685684,0.22563177992885478,0.007587221999999999,0.009109141,0.00213621,0.022735094,0.012525029,0,0.238955618,0.22604111400000002,0.051278077000000005,0.03830562700000001,0.105114367,0.280791427
35,LUBF_35,3000,0.07047597800000001,0.055060996149791354,0.015414981959639055,0.018694607000000002,0.009364291,0.004188677,0.013584559000000003,0.017273720000000003,0,0.634039353,0.14933734300000004,0.069515647,0.04012326700000001,0.087850547,0.019133843999999997
37,LUC_37,3000,0.4778240010000001,0.3500387656290725,0.12778523565508854,0.007823989,0.010151551,0.001801137,0.017262895,0.0168284,0,0.07254545100000001,0.7234524859999999,0.07787836699999999,0.10420918800000001,0,0.021914507000000003
38,LUC_38,3000,0.25401941,0.13401499520142987,0.12000441435091842,0.023962298,0.014004311999999998,0.005956586999999999,0.028038512,0.018596559,0,0.17312754,0.48867313100000004,0.10554472700000002,0.07873865700000002,0.0524602,0.10128661000000001
39,LUS_39,3000,0.221594855,0.10861692093086625,0.11297793380106336,0.008900657,0.007791851,0.003281750000000001,0.019603846999999997,0.016839479,0,0.29320491700000006,0.2984042870000001,0.039502238,0.038752856,0.10224712400000001,0.162537703
42,LUC_42,3000,0.3133809790000001,0.16157409246214718,0.15180688675757825,0.008142565000000001,0.008262476,0.0038118880000000003,0.013425697999999998,0.013606865000000001,0,0.193110559,0.5795831809999998,0.06335868599999998,0.10764660500000002,0,0.022717368999999998
44,LUBF_44,3000,0.26113195199999995,0.16790241693604502,0.09322953496369084,0.016612352,0.006945361,0.003518196,0.012167239,0.019062454000000003,0,0.34128712699999997,0.29861454200000004,0.04968246800000001,0.03828599399999999,0.066336415,0.147925879
45,LUC_45,3000,0.21472586100000002,0.10503564708863768,0.10969021352013171,0.0208894,0.013930605,0.004286633999999999,0.034427253,0.017751411,0,0.18095648800000003,0.354481741,0.09504299599999999,0.07829134500000003,0.074812409,0.15642076300000002
46,LUBF_46,3000,0.160537953,0.15569475841103486,0.0048431949422219345,0.026102221999999998,0.013476392,0.0028893580000000003,0.019666199,0.022107881000000003,0,0.43118201200000006,0.26120814,0.09624886599999999,0.07019877500000002,0.030719061999999995,0.109182208
51,LUC_51,3000,0.30441507700000003,0.18465095922807892,0.11976411734759657,0.011414123999999998,0.008186918000000001,0.004810958,0.023439917,0.009910008,0,0.224002663,0.4663488680000001,0.06772410300000002,0.05220637,0.09858104200000001,0.080400787
55,LUBF_55,3000,0.32291613700000005,0.2520495963869296,0.07086654020458188,0.027259798999999998,0.012607542999999999,0.00353688,0.024211656,0.02004122,0,0.17334093400000003,0.34707867500000006,0.099494036,0.104259156,0.065627617,0.192941563
56,LUS_56,3000,0.309069582,0.21531270146910736,0.09375688058015755,0.013542797,0.009081986,0.003917484,0.021215362,0.012327882000000002,0,0.19776819900000003,0.359516332,0.060874415999999994,0.042223174,0.07985283899999998,0.20382012
58,LUBF_58,3000,0.107047586,0.10704758592128263,0,0.012345483999999999,0.011228146,0.003173551,0.018502148,0.015163080000000002,0,0.35115610999999997,0.437263842,0.080184192,0.060754088,0.043772617000000014,0.026869152
60,LUC_60,3000,0.018478284000000005,0.01847828396906095,0,0.032634776,0.014838862999999999,0.0037197790000000003,0.027889689000000002,0.02001862,0,0.3888126730000001,0.251125844,0.11944271799999999,0.15875112400000002,0.043189751000000005,0.023059812
62,LUBF_62,3000,0.30088660800000006,0.22978822628010873,0.07109838188065166,0.013634942000000002,0.006516838999999999,0.004621095,0.014794360999999999,0.011502489,0,0.2978724230000001,0.311869188,0.08551567000000002,0.039437651000000004,0.08688331199999999,0.134930807
63,LUBF_63,3000,0.115954483,0.08334551365070153,0.03260896981857882,0.031543042,0.012382367999999998,0.004747696000000001,0.023643597000000002,0.016586635,0,0.42686902200000004,0.200137072,0.10358883799999999,0.15010733700000004,0.034519697000000016,0.07798170000000001
67,LUBF_67,3000,0.304059508,0.21240464223615313,0.09165486547168858,0.020589264,0.0117565,0.002907808,0.019421411000000003,0.017723064,0,0.38444606800000003,0.29968566800000007,0.081170596,0.092713034,0.016269785999999998,0.12571484600000002
70,LUS_70,3000,0.251434236,0.21231177666892082,0.039122459181625394,0,0,0.007859429000000001,0.0016143479999999998,0,0,0,0.14770680500000002,0.01033063,0.08861956099999999,0,0.753343005
74,LUG_74,3000,0.3069269780000001,0.28039954217192253,0.026527436074894207,0.00330409,0,0.006637586,0.0015062569999999998,0,0,0.006629004,0.11782100200000001,0.004079474,0.15726485200000004,0.0032863450000000004,0.7109193229999999
75,LUBF_75,3000,0.190623192,0.09492102886012789,0.09570216325288508,0,0.005260305,0.005228516,0.005039828999999999,8.214860000000001e-4,0,0.8650291510000001,0.015468484999999997,0.017189997000000002,0,0.09998787699999998,2.3799999999999997e-6
77,LUC_77,3000,0.15807778300000003,0.0978620930382843,0.06021569037278159,0.014338591,0.008669581,0.004425503,0.017066866,0.018460963,0,0.09477484700000001,0.6826028439999999,0.08371323100000001,0.024664731000000002,0.022728946,0.07634836899999999
81,LUBF_81,3000,0.188693062,0.09106784248447693,0.0976252196241071,0.003897878,0.004919900999999999,0.003633241,0.012572022000000002,0.0076721789999999995,0,0.22424946000000004,0.5980361929999999,0.046506147000000005,0.004582036000000001,0.032798203,0.093286588
83,LUBF_83,3000,0.225255847,0.15149963736699973,0.07375620989817921,0,0.004448535,0.005030364999999999,0.013974009000000003,8.214830000000001e-4,0,0.7812855239999998,0.030221415,0.026072409,0.0036091609999999996,0.09863015400000001,0.05576445099999999
88,LUBF_88,3000,0.25777496600000005,0.2577749655135429,0,0,0.0032179630000000003,0.010187014,0.004617978999999999,0.0022962069999999998,0,0.575396251,0.10407781899999999,0.037080621,0,0.137121902,0.14632340700000002
94,LUS_94,3000,0.364760267,0.35143004749242546,0.013330219439635,0,0.005904983,0.002712786,0.021436880999999998,0.001352629,0,0.7093401549999999,0,0.05072872800000001,0.012294146,0.020868681,0.16970515100000003
95,LUS_95,3000,0.544557867,0.5445578673290261,0,0,0.0019122809999999998,0.004675138999999999,0.0022410730000000005,4.6194400000000005e-4,0,0.6073505419999999,0.005919263999999999,0.021521259,0.0036091609999999996,0.017928289,0.34367148399999997
99,LUBF_99,3000,0.054026103000000006,0.04676026764119332,0.0072658351137590595,0.006578604,8.134800000000001e-4,0.009286037,0.002371231,0.004548373,0,0.711370276,0.16540946300000003,0.016827687999999997,0.024557356000000006,0.020190973,0.061644242999999994
100,LUUK_100,3000,0.2412882,0.031037438225967204,0.15546378066475783,0,0.002049193,0.007250881,0.002203158,0.001784498,0,0.9756523189999999,0.001869576,0.015822127999999994,0,0,0.006655977999999999
104,LUBF_104,3000,0.29838086100000005,0.0312487510409517,0.25254783645357026,0.0026721159999999996,0.001737049,0.005188805,0.003585649,0.0028197170000000002,0,0.8946937620000001,0.029726962999999995,0.022751757,0.013554910000000002,0.008399307,0.0308733
105,LUBF_105,3000,0.24728569600000003,0.05465628616202869,0.19262941032146264,9.36278e-4,0.0023334670000000005,0.006196821,0.003400126,0.0018815330000000003,0,0.7511679279999999,0.15131380300000002,0.017911638000000004,0.004096933,0.011958296999999998,0.063551401
107,LUS_107,3000,0.27723729999999996,0.2772373004323467,0,0,0.001506594,0.004955949999999999,0.001870175,0,0,0.7012397899999999,0.07612400800000002,0.010935533,0.0018567719999999998,0.0056386019999999995,0.20071797900000002
110,LUC_110,3000,0.08484483699999999,0.08484483715451394,0,0,0.0026494319999999993,0.005996503999999999,0,0.0017189100000000001,0,0.5587910890000001,0.309169535,0,0,0.13203937600000001,0
117,LUC_117,3000,0.129946262,0.00414841436252807,0,0.002286062,0.007259965,0.0042729199999999995,0.011993012999999999,0.0013526429999999997,0.20403625700000003,0.46943326900000004,0.128658159,0.038794997,0.028678643,0.03776688599999999,0.09263178700000001
118,LUS_118,3000,0.278181185,0.1754725702162572,0.047451951391886286,0.005093787000000001,0.00548778,0.006857507,0.009427249999999998,0.0017563830000000002,0.011073890999999999,0.639973533,0.11172256600000001,0.03462234300000001,0.011032814,0.021311218000000003,0.17026363500000002
119,LUAG_119,3000,0.08731038799999999,0,0,0.001063982,0.006517109,0.005938644999999999,0.013329516999999999,0.0018035079999999999,0.23919994900000002,0.44257916100000005,0.07262625100000003,0.049849405,0.034206912,0.06694121,0.09459711
120,LUS_120,3000,0.063186498,0,0,9.696220000000001e-4,0.005425907,0.00764317,0.012307474999999998,0.0013566469999999999,0.11075948399999999,0.601792907,0.085341673,0.049651035,0.011632956,0.067247239,0.07357470500000002
121,LUBF_121,3000,0.065212164,0,0,0.003408437,0.006866822,0.007820837,0.013586273000000001,0.0023162749999999996,0.094460769,0.6798865979999998,0.06931434499999999,0.058004269000000004,0.023183501,0.027038502,0.04811201800000001
124,LUAG_124,3000,0.101543386,0,0,0,0.008851567,9.05917e-4,0.011083887999999998,9.0172e-4,0.36148377700000006,0.386279514,0,0.055942013,0.095428728,0,0.048703013
125,LUW_125,3000,0.05166609800000001,0,0,0,0.005111399000000001,0.0025666219999999997,0.006780154,4.5086200000000006e-4,0.220140536,0.5120812530000001,0.015411600999999997,0.033204558,0.022446971,0.021987902000000004,0.07527071300000002
130,LUBF_130,3000,0.005171546999999999,0,0,0,8.25278e-4,6.510439999999999e-4,7.990310000000001e-4,0,0.049292431,0.192327639,0,0.005547801999999999,0.07985569499999999,0,0.036815166
131,LUS_131,3000,0,0,0,0,4.55e-5,1.3044000000000003e-4,4.51e-5,0,0.0042945269999999985,0.08790818,0,3.07798e-4,0.060132116000000006,0,0.014131513
132,LUBF_132,3000,0.089714237,0,0,0,0.006098271,0.0013572719999999999,0.010751815999999999,9.39119e-4,0.305587353,0.42143178600000003,0.004185034,0.056776816,0.047136787000000006,0.013017747999999999,0.063789673
136,LUS_136,3000,0.008951950999999998,0,0,0,0.001499094,4.52632e-4,0.0017597949999999998,9.609130000000001e-4,0.074037881,0.062614136,0,0.008615889,0.12436614400000003,0,0.07612744100000002
137,LUAG_137,3000,0.04820597399999999,0,0,6.038639999999999e-4,0.010204957,0.001767763,0.017929307999999998,0.001339766,0.294737327,0.40366129100000003,0.002368006,0.09837414700000001,0.055160373,0,0.04715819200000001
140,LUBF_140,3000,0,0,0,4.42589e-4,0.007973272000000002,3.25601e-4,0.008317142,0,0.283070032,0.08404874400000001,0,0.048381998,0.009728976999999996,0,0.037302321000000006
141,LUC_141,3000,0.16241928600000005,0.07092727350249961,0.09149201237593312,0.010297134,0.014162096,0.003876611,0.022563871,0.002209629,0.010127320999999998,0.466549068,0.24702031700000002,0.093530593,0.04285807700000001,0.05121712200000001,0.053106595000000006
1,LUD_1,3250,0.32747582500000005,0.18315912974586557,0.14431669535349217,0.01524041,0.009117256999999998,0.007133797000000001,0.015501919,0.01794981,0,0.07893107400000002,0.437231318,0.088568921,0.019702337,0.0010416579999999998,0.3745246950000001
2,LUC_2,3250,0.45936358400000005,0.2985973963370697,0.16076618757138558,0.03713313100000001,0.018153378,0.003590698,0.031133436,0.034165727,0,0.041695671000000004,0.45236807400000006,0.15508701800000002,0.070767931,0.0010416579999999998,0.279039651
4,LUC_4,3250,0.26730221800000004,0.22596212826685783,0.04134008957816942,0.027562254,0.015337650999999999,0.008302455,0.026316225000000002,0.031983487000000005,0,0.08373964600000001,0.622407219,0.124914965,0.048687024,0.0040237350000000005,0.11622741
6,LUS_6,3250,0.436101246,0.2195789578356434,0.21652228817330307,0.024483510000000003,0.013900344999999998,0.0037437180000000005,0.024674019000000002,0.023450336,0,0.14745301800000002,0.37154687900000005,0.13334125300000002,0.060681321,0.007587866999999999,0.26820565799999996
10,LUS_10,3250,0.5925967909999998,0.21770210424273864,0.37489468627242334,0.002080339,0.006838591000000001,7.70057e-4,0.010020067999999998,0.007742494,0,0.161079144,0.36841449300000007,0.056191382000000005,0.004571642,0.010985014,0.398758322
12,LUBF_12,3250,0.39870884100000004,0.13484191332948786,0.2638669279727424,0.019664861,0.0136502,0.0017911300000000002,0.035279959,0.013775999,0,0.29089972300000005,0.22842673500000002,0.11042664000000002,0.07079968400000002,0.036186399999999994,0.23745643100000005
13,LUC_13,3250,0.5052367929999999,0.19400532580493463,0.31123146696389054,0.01447185,0.011395034,0.0020893080000000002,0.02119454,0.013954137000000002,0,0.190573246,0.41302563900000006,0.096569873,0.065649078,0.018379591000000004,0.202293777
17,LUC_17,3250,0.49975349199999997,0.25817960766369463,0.24157388407753522,0.007265103,0.007751054,0.0024715790000000007,0.013946735000000002,0.014161739000000001,0,0.14020198400000003,0.5278978870000001,0.063330215,0.052281731,0.003479415,0.168343502
18,LUC_18,3250,0.528610583,0.2546447398521708,0.2739658435598808,0.002628542,0.004959587,0.001918145,0.009110565,0.013058590999999998,0,0.035910217,0.40712239600000005,0.009587096,0.011486723999999999,0.01205635,0.5207212580000001
21,LUC_21,3250,0.515663154,0.2253026304391184,0.2903605235185848,0.007354491,0.006519013,6.805629999999999e-4,0.010532094,0.010846903000000001,0,0.101782335,0.37792858800000007,0.06221116200000001,0.006546514,0.014727297999999998,0.4368041020000001
23,LUC_23,3250,0.46879712999999995,0.4687971299866254,0,0.017050953000000004,0.013920924000000001,0.0021231959999999995,0.025295618000000002,0.020659691,0,0.029538268999999995,0.653830767,0.109290619,0.06512354700000002,6.60276e-4,0.141556522
24,LUC_24,3250,0.428193204,0.21000122809507452,0.21819197606913876,0.012394008,0.010934076999999997,0.0015227040000000002,0.019499337000000002,0.023185626999999997,0,0.161701729,0.35751672100000004,0.073362812,0.019736322999999997,0.023811375000000003,0.363871039
26,LUC_26,3250,0.350410553,0.15996272277722334,0.19044783057076953,0.014189261,0.011377171,0.002573395,0.020457283,0.024446353999999997,0,0.19147299,0.4044607640000001,0.08220590500000001,0.030048359,0.03467756100000001,0.25710467400000003
30,LUBF_30,3250,0.111999731,0.10656591738138105,0.00543381324220551,0.011895178999999999,0.009621268999999998,0.003393664,0.014333700999999999,0.015173495,0,0.46371716700000004,0.26653049700000003,0.07323147100000002,0.015018072999999998,0.094015675,0.08748711599999999
31,LUC_31,3250,0.383742716,0.1624011524302155,0.22134156398715038,0.007372269999999999,0.00877059,0.0022071440000000003,0.021871017000000003,0.011913318000000001,0,0.24978149700000005,0.223100185,0.05041198,0.038529799000000003,0.10078989399999999,0.2826285890000001
35,LUBF_35,3250,0.087954613,0.07481995343301262,0.013134659184544107,0.017586064000000002,0.009413329,0.004157556999999999,0.013904713,0.017738467,0,0.6074855949999999,0.15608981800000002,0.071179418,0.039757204,0.081661315,0.04382665100000001
37,LUC_37,3250,0.48175718,0.354720488340039,0.127036691848841,0.007372295,0.010164995,0.0017881630000000002,0.016408733000000002,0.016137446,0,0.076147345,0.7286065509999999,0.07509459800000001,0.09835141199999999,0,0.021800093
38,LUC_38,3250,0.266680138,0.1356242013080799,0.13105593690340392,0.022019931,0.013120326,0.005596738999999999,0.026751608000000003,0.018851908,0,0.185821146,0.4866268270000001,0.096909842,0.07379255100000003,0.05172103,0.10464470200000002
39,LUS_39,3250,0.21899506700000004,0.11159659625595408,0.10739847080196205,0.009997739999999998,0.008885492,0.00379405,0.02116964,0.016888594,0,0.28967368100000007,0.2949256930000001,0.049120982,0.041987566,0.105588857,0.15853477400000002
42,LUC_42,3250,0.304958736,0.1636746285817436,0.1412841072636162,0.008000331,0.008130144,0.003886807,0.013161106999999998,0.014131632,0,0.192721559,0.5919594420000001,0.06247567,0.099072659,0,0.021781189
44,LUBF_44,3250,0.24656441000000004,0.16185155612742566,0.08471285416080615,0.019016413,0.007256921000000001,0.003431191,0.013324216000000002,0.018377594,0,0.33405074399999996,0.305835493,0.052085549,0.04863126500000001,0.06342615800000001,0.14223114400000003
45,LUC_45,3250,0.228201276,0.12122343254773257,0.10697784324798261,0.020585600000000003,0.013624074,0.004368219,0.033172659000000014,0.019517594,0,0.18928123800000002,0.36513995199999993,0.09652511600000001,0.073451634,0.07873394100000003,0.14096633300000005
46,LUBF_46,3250,0.162596615,0.15592845186068136,0.00666816287081216,0.025659450000000004,0.013560317,0.0026741480000000003,0.020011748,0.023364969000000003,0,0.42757041600000006,0.26665346500000003,0.09703899699999999,0.065670365,0.035598069999999996,0.10639427800000002
51,LUC_51,3250,0.28929478100000006,0.18083325340093145,0.10846152786991031,0.011237713,0.008174909000000001,0.004550858,0.022880967,0.009705219999999999,0,0.214533524,0.48137151800000005,0.06865257300000001,0.050028002,0.09060052,0.08437743199999999
55,LUBF_55,3250,0.310212527,0.2427265451943514,0.06748598228875519,0.027194735,0.012215484,0.0036894919999999995,0.023119672999999997,0.019396604999999997,0,0.16775945600000003,0.363081855,0.096965963,0.096549226,0.06806709799999999,0.186565315
56,LUS_56,3250,0.29061176400000005,0.20097049826397795,0.08964126607378564,0.013377023000000002,0.008895634999999999,0.0038335319999999997,0.022863618999999998,0.012738142,0,0.20472734300000003,0.35610647,0.06356244700000001,0.045084136999999996,0.079941645,0.19641319800000004
58,LUBF_58,3250,0.12434964500000001,0.12434964497453027,0,0.012658075999999999,0.010851277,0.0031908049999999997,0.018061690000000005,0.015210797,0,0.34128734299999997,0.4383376690000001,0.07742826500000001,0.056190643000000005,0.042506966,0.044249116
60,LUC_60,3250,0.027811373,0.025691414873511658,0.0021199585078442917,0.031343806,0.014148474999999999,0.003819093,0.026511998000000002,0.019805972999999998,0,0.39816053100000004,0.24559574400000003,0.116028413,0.14706145700000003,0.03906448999999999,0.029307240999999998
62,LUBF_62,3250,0.29561822000000004,0.22601527785180717,0.06960294199904364,0.013234909000000003,0.0063284560000000005,0.004339165,0.014014348,0.01117715,0,0.302309214,0.30336187900000006,0.080013059,0.041502040000000004,0.079072126,0.15366379700000002
63,LUBF_63,3250,0.13586146200000002,0.09760409388730956,0.038257368029120414,0.029742704999999994,0.011627783000000001,0.0044505429999999995,0.022364836000000003,0.016089593,0,0.394106928,0.23438249100000003,0.098110004,0.13999522400000003,0.036189545999999996,0.085485377
67,LUBF_67,3250,0.30977112799999995,0.21450189427147542,0.09526923345001594,0.01877215,0.011070100999999999,0.0032677860000000004,0.018435650000000005,0.016488022,0,0.375657901,0.315436553,0.07701202100000001,0.08252949899999999,0.017691210000000002,0.13167281499999997
70,LUS_70,3250,0.27256493500000006,0.21384648607806958,0.05871844906819264,0,0,0.007478299,0.00147534,0,0,0,0.138855767,0.009289092,0.096723998,0,0.755131142
74,LUG_74,3250,0.285701079,0.2587705376254573,0.026930540923477807,0.0031253219999999994,0,0.007166457,0.001391039,0,0,0.01048708,0.133632378,0.004049014,0.15019005700000002,0.009413961999999998,0.6922275099999999
75,LUBF_75,3250,0.18936172699999998,0.09781798164439465,0.09154374548587418,0,0.005728413999999999,0.005802280000000001,0.008119885,6.999639999999999e-4,0,0.8560190360000002,0.019408132,0.018870981000000002,0,0.10080729899999999,0.0015591479999999998
77,LUC_77,3250,0.156151772,0.10123726251171913,0.054914509062751596,0.013310692,0.008070224,0.004537794,0.015895957000000002,0.017577971,0,0.09465979499999999,0.6841305399999998,0.07729514200000004,0.022230791999999996,0.021699834,0.077654397
81,LUBF_81,3250,0.17960019100000002,0.08340738220391031,0.0961928083515457,0.0041212950000000005,0.004706251,0.0038138480000000003,0.011955240999999998,0.007672909,0,0.23238817,0.584800537,0.044874762,0.0057127950000000005,0.03849744499999999,0.09326500400000001
83,LUBF_83,3250,0.21528908300000005,0.15139563812058435,0.06389344499863411,0,0.004296227,0.005090893,0.014215875000000001,0.0010979490000000002,0,0.7647792170000002,0.025750792,0.030605091,0.003075262,0.10106280000000001,0.06620355400000001
88,LUBF_88,3250,0.26697314,0.2669731396298774,0,0,0.003060283,0.010097317,0.00439336,0.002360751,0,0.595718863,0.095193398,0.035594618,0.0023052999999999997,0.126238026,0.14494979500000005
94,LUS_94,3250,0.354022828,0.3293547487578079,0.024668079166906606,0,0.0055039519999999995,0.0027826400000000003,0.019985383000000002,0.0011525360000000002,0,0.719148791,0,0.046546177,0.010475485,0.020354822,0.16149616300000003
95,LUS_95,3250,0.530892926,0.5308929260608385,0,0,0.001877427,0.004545668,0.003007652,3.9798700000000004e-4,0,0.585992722,0.009874404,0.025817292,0.003075262,0.02524571,0.349994608
99,LUBF_99,3250,0.072870059,0.05978435541683721,0.01308570359633761,0.006014888999999999,7.691390000000001e-4,0.009436690999999999,0.0024107050000000004,0.004487893,0,0.7125562969999999,0.164804463,0.017127636,0.022182740999999995,0.021094698000000002,0.062234165
100,LUUK_100,3250,0.20825286,0.027799761069480095,0.1324661799747106,0,0.00218637,0.007450544999999999,0.002516717,0.0016003190000000002,0,0.963409237,0.005249784,0.016546260999999996,0,7.828e-4,0.014011919
104,LUBF_104,3250,0.29848985900000014,0.03035565152304198,0.2454450114835141,0.0029101259999999994,0.001799188,0.0051440060000000004,0.003650915,0.0029095320000000003,0,0.888579176,0.03485436000000001,0.023207119,0.012091949999999999,0.007175773999999999,0.03409162200000001
